token_count,tree_depth,mean_dependency_distance,pos_diversity,morph_feature_coverage,gender_masc_count,gender_fem_count,gender_neut_count,parse_success,id,core_id,language,script,noise_level,category
12,3,2.272727272727273,2,0.4166666666666667,5,0,0,True,UE09_MR_LAT_NOISY,UE09,Marathi,Latin,SMS/Noisy,Unknown / Pseudo Entity
10,4,2.888888888888889,7,0.8,0,0,0,True,UE10_EN_LAT_FORMAL,UE10,English,Latin,Formal,Unknown / Pseudo Entity
7,4,2.6666666666666665,4,1.0,0,0,0,True,UE10_EN_LAT_NOISY,UE10,English,Latin,SMS/Noisy,Unknown / Pseudo Entity
9,3,2.625,6,0.8888888888888888,3,2,0,True,UE10_HI_DEV_FORMAL,UE10,Hindi,Devanagari,Formal,Unknown / Pseudo Entity
9,3,2.375,6,1.0,5,1,0,True,UE10_HI_DEV_NOISY,UE10,Hindi,Devanagari,SMS/Noisy,Unknown / Pseudo Entity
9,2,3.625,2,0.8888888888888888,6,0,0,True,UE10_HI_LAT_FORMAL,UE10,Hindi,Latin,Formal,Unknown / Pseudo Entity
9,4,2.875,2,1.0,8,0,0,True,UE10_HI_LAT_NOISY,UE10,Hindi,Latin,SMS/Noisy,Unknown / Pseudo Entity
10,3,2.0,6,0.7,4,0,0,True,UE10_MR_DEV_FORMAL,UE10,Marathi,Devanagari,Formal,Unknown / Pseudo Entity
12,3,1.7,6,0.5833333333333334,2,1,0,True,UE10_MR_DEV_NOISY,UE10,Marathi,Devanagari,SMS/Noisy,Unknown / Pseudo Entity
9,3,2.25,2,0.2222222222222222,2,0,0,True,UE10_MR_LAT_FORMAL,UE10,Marathi,Latin,Formal,Unknown / Pseudo Entity
12,3,1.7,3,0.5833333333333334,5,0,0,True,UE10_MR_LAT_NOISY,UE10,Marathi,Latin,SMS/Noisy,Unknown / Pseudo Entity
6,3,1.4,5,0.8333333333333334,0,0,0,True,ST01_EN_LAT_FORMAL,ST01,English,Latin,Formal,Ambiguous System Term
5,3,1.25,5,0.8,0,0,0,True,ST01_EN_LAT_NOISY,ST01,English,Latin,SMS/Noisy,Ambiguous System Term
8,3,1.8571428571428572,5,0.875,7,0,0,True,ST01_HI_DEV_FORMAL,ST01,Hindi,Devanagari,Formal,Ambiguous System Term
6,4,1.4,5,0.6666666666666666,3,0,0,True,ST01_HI_DEV_NOISY,ST01,Hindi,Devanagari,SMS/Noisy,Ambiguous System Term
8,2,3.142857142857143,2,0.875,7,0,0,True,ST01_HI_LAT_FORMAL,ST01,Hindi,Latin,Formal,Ambiguous System Term
6,6,1.2,4,0.8333333333333334,3,0,0,True,ST01_HI_LAT_NOISY,ST01,Hindi,Latin,SMS/Noisy,Ambiguous System Term
7,4,1.6666666666666667,6,0.7142857142857143,3,0,0,True,ST01_MR_DEV_FORMAL,ST01,Marathi,Devanagari,Formal,Ambiguous System Term
7,5,1.3333333333333333,5,0.8571428571428571,3,0,0,True,ST01_MR_DEV_NOISY,ST01,Marathi,Devanagari,SMS/Noisy,Ambiguous System Term
7,3,1.2,3,0.2857142857142857,2,0,0,True,ST01_MR_LAT_FORMAL,ST01,Marathi,Latin,Formal,Ambiguous System Term
6,3,1.4,3,0.3333333333333333,1,0,0,True,ST01_MR_LAT_NOISY,ST01,Marathi,Latin,SMS/Noisy,Ambiguous System Term
7,3,2.0,5,0.7142857142857143,0,0,0,True,ST02_EN_LAT_FORMAL,ST02,English,Latin,Formal,Ambiguous System Term
6,3,2.2,5,0.6666666666666666,0,0,0,True,ST02_EN_LAT_NOISY,ST02,English,Latin,SMS/Noisy,Ambiguous System Term
8,3,2.0,6,0.875,4,0,0,True,ST02_HI_DEV_FORMAL,ST02,Hindi,Devanagari,Formal,Ambiguous System Term
8,5,1.8571428571428572,5,0.875,5,1,0,True,ST02_HI_DEV_NOISY,ST02,Hindi,Devanagari,SMS/Noisy,Ambiguous System Term
7,2,3.5,1,0.8571428571428571,5,0,0,True,ST02_HI_LAT_FORMAL,ST02,Hindi,Latin,Formal,Ambiguous System Term
8,5,1.7142857142857142,4,0.75,4,1,0,True,ST02_HI_LAT_NOISY,ST02,Hindi,Latin,SMS/Noisy,Ambiguous System Term
5,2,1.75,4,0.4,2,0,0,True,ST02_MR_DEV_FORMAL,ST02,Marathi,Devanagari,Formal,Ambiguous System Term
8,3,1.3333333333333333,7,0.375,1,1,0,True,ST02_MR_DEV_NOISY,ST02,Marathi,Devanagari,SMS/Noisy,Ambiguous System Term
5,3,1.5,3,0.4,1,0,0,True,ST02_MR_LAT_FORMAL,ST02,Marathi,Latin,Formal,Ambiguous System Term
8,3,1.3333333333333333,4,0.25,0,1,0,True,ST02_MR_LAT_NOISY,ST02,Marathi,Latin,SMS/Noisy,Ambiguous System Term
5,3,1.25,5,0.6,0,0,0,True,ST03_EN_LAT_FORMAL,ST03,English,Latin,Formal,Ambiguous System Term
6,3,1.4,5,0.5,0,0,0,True,ST03_EN_LAT_NOISY,ST03,English,Latin,SMS/Noisy,Ambiguous System Term
7,3,1.6666666666666667,7,0.5714285714285714,3,0,0,True,ST03_HI_DEV_FORMAL,ST03,Hindi,Devanagari,Formal,Ambiguous System Term
7,3,1.8333333333333333,7,0.5714285714285714,3,0,0,True,ST03_HI_DEV_NOISY,ST03,Hindi,Devanagari,SMS/Noisy,Ambiguous System Term
6,2,3.0,1,1.0,5,0,0,True,ST03_HI_LAT_FORMAL,ST03,Hindi,Latin,Formal,Ambiguous System Term
7,2,3.5,1,1.0,7,0,0,True,ST03_HI_LAT_NOISY,ST03,Hindi,Latin,SMS/Noisy,Ambiguous System Term
6,4,1.4,6,0.6666666666666666,0,0,3,True,ST03_MR_DEV_FORMAL,ST03,Marathi,Devanagari,Formal,Ambiguous System Term
7,4,1.8333333333333333,6,0.5714285714285714,3,0,0,True,ST03_MR_DEV_NOISY,ST03,Marathi,Devanagari,SMS/Noisy,Ambiguous System Term
6,3,1.8,3,0.5,1,0,0,True,ST03_MR_LAT_FORMAL,ST03,Marathi,Latin,Formal,Ambiguous System Term
6,4,1.8,3,0.16666666666666666,1,0,0,True,ST03_MR_LAT_NOISY,ST03,Marathi,Latin,SMS/Noisy,Ambiguous System Term
7,3,1.8333333333333333,6,0.7142857142857143,0,0,0,True,ST04_EN_LAT_FORMAL,ST04,English,Latin,Formal,Ambiguous System Term
5,2,1.75,5,0.8,0,0,0,True,ST04_EN_LAT_NOISY,ST04,English,Latin,SMS/Noisy,Ambiguous System Term
6,2,1.8,6,0.6666666666666666,1,0,0,True,ST04_HI_DEV_FORMAL,ST04,Hindi,Devanagari,Formal,Ambiguous System Term
4,3,1.3333333333333333,4,0.25,0,1,0,True,ST04_HI_DEV_NOISY,ST04,Hindi,Devanagari,SMS/Noisy,Ambiguous System Term
5,2,1.75,3,0.8,4,0,0,True,ST04_HI_LAT_FORMAL,ST04,Hindi,Latin,Formal,Ambiguous System Term
4,3,1.6666666666666667,2,0.75,3,0,0,True,ST04_HI_LAT_NOISY,ST04,Hindi,Latin,SMS/Noisy,Ambiguous System Term
6,2,1.8,5,0.5,2,0,0,True,ST04_MR_DEV_FORMAL,ST04,Marathi,Devanagari,Formal,Ambiguous System Term
5,2,1.5,4,0.6,2,0,0,True,ST04_MR_DEV_NOISY,ST04,Marathi,Devanagari,SMS/Noisy,Ambiguous System Term
6,3,1.8,3,0.3333333333333333,1,0,0,True,ST04_MR_LAT_FORMAL,ST04,Marathi,Latin,Formal,Ambiguous System Term
7,3,1.2,4,0.42857142857142855,2,0,0,True,ST04_MR_LAT_NOISY,ST04,Marathi,Latin,SMS/Noisy,Ambiguous System Term
7,3,1.8333333333333333,5,0.8571428571428571,0,0,0,True,ST05_EN_LAT_FORMAL,ST05,English,Latin,Formal,Ambiguous System Term
7,3,2.0,5,0.7142857142857143,0,0,0,True,ST05_EN_LAT_NOISY,ST05,English,Latin,SMS/Noisy,Ambiguous System Term
10,3,2.2222222222222223,5,0.8,3,2,0,True,ST05_HI_DEV_FORMAL,ST05,Hindi,Devanagari,Formal,Ambiguous System Term
7,3,1.8333333333333333,4,0.8571428571428571,2,2,0,True,ST05_HI_DEV_NOISY,ST05,Hindi,Devanagari,SMS/Noisy,Ambiguous System Term
10,4,2.4444444444444446,2,0.9,8,0,0,True,ST05_HI_LAT_FORMAL,ST05,Hindi,Latin,Formal,Ambiguous System Term
7,3,2.1666666666666665,2,1.0,6,0,0,True,ST05_HI_LAT_NOISY,ST05,Hindi,Latin,SMS/Noisy,Ambiguous System Term
8,4,1.8571428571428572,4,0.625,0,3,2,True,ST05_MR_DEV_FORMAL,ST05,Marathi,Devanagari,Formal,Ambiguous System Term
7,3,2.5,5,0.42857142857142855,2,0,0,True,ST05_MR_DEV_NOISY,ST05,Marathi,Devanagari,SMS/Noisy,Ambiguous System Term
8,3,2.2857142857142856,2,0.125,1,0,0,True,ST05_MR_LAT_FORMAL,ST05,Marathi,Latin,Formal,Ambiguous System Term
9,3,1.2857142857142858,5,0.4444444444444444,3,0,0,True,ST05_MR_LAT_NOISY,ST05,Marathi,Latin,SMS/Noisy,Ambiguous System Term
6,3,1.6,5,0.8333333333333334,0,0,0,True,ST06_EN_LAT_FORMAL,ST06,English,Latin,Formal,Ambiguous System Term
4,3,1.3333333333333333,3,1.0,0,0,0,True,ST06_EN_LAT_NOISY,ST06,English,Latin,SMS/Noisy,Ambiguous System Term
8,3,1.8571428571428572,5,0.875,5,0,0,True,ST06_HI_DEV_FORMAL,ST06,Hindi,Devanagari,Formal,Ambiguous System Term
7,3,1.6666666666666667,5,0.8571428571428571,5,0,0,True,ST06_HI_DEV_NOISY,ST06,Hindi,Devanagari,SMS/Noisy,Ambiguous System Term
8,3,1.8571428571428572,2,0.875,7,0,0,True,ST06_HI_LAT_FORMAL,ST06,Hindi,Latin,Formal,Ambiguous System Term
6,2,3.0,2,1.0,5,0,0,True,ST06_HI_LAT_NOISY,ST06,Hindi,Latin,SMS/Noisy,Ambiguous System Term
6,4,1.8,5,0.8333333333333334,0,4,0,True,ST06_MR_DEV_FORMAL,ST06,Marathi,Devanagari,Formal,Ambiguous System Term
7,5,2.0,4,0.8571428571428571,0,3,1,True,ST06_MR_DEV_NOISY,ST06,Marathi,Devanagari,SMS/Noisy,Ambiguous System Term
5,3,1.5,3,0.4,2,0,0,True,ST06_MR_LAT_FORMAL,ST06,Marathi,Latin,Formal,Ambiguous System Term
8,5,1.4285714285714286,3,0.125,0,0,0,True,ST06_MR_LAT_NOISY,ST06,Marathi,Latin,SMS/Noisy,Ambiguous System Term
6,3,1.6,5,0.8333333333333334,0,0,0,True,ST07_EN_LAT_FORMAL,ST07,English,Latin,Formal,Ambiguous System Term
5,3,1.25,4,1.0,0,0,0,True,ST07_EN_LAT_NOISY,ST07,English,Latin,SMS/Noisy,Ambiguous System Term
8,3,2.0,6,0.875,5,0,0,True,ST07_HI_DEV_FORMAL,ST07,Hindi,Devanagari,Formal,Ambiguous System Term
5,3,2.0,4,0.8,3,0,0,True,ST07_HI_DEV_NOISY,ST07,Hindi,Devanagari,SMS/Noisy,Ambiguous System Term
7,3,1.6666666666666667,2,0.8571428571428571,6,0,0,True,ST07_HI_LAT_FORMAL,ST07,Hindi,Latin,Formal,Ambiguous System Term
5,3,2.0,2,0.8,4,0,0,True,ST07_HI_LAT_NOISY,ST07,Hindi,Latin,SMS/Noisy,Ambiguous System Term
7,4,1.5,6,0.8571428571428571,0,0,4,True,ST07_MR_DEV_FORMAL,ST07,Marathi,Devanagari,Formal,Ambiguous System Term
5,2,1.5,3,0.8,2,0,1,True,ST07_MR_DEV_NOISY,ST07,Marathi,Devanagari,SMS/Noisy,Ambiguous System Term
6,3,1.8,3,0.3333333333333333,1,0,0,True,ST07_MR_LAT_FORMAL,ST07,Marathi,Latin,Formal,Ambiguous System Term
7,3,1.4,4,0.42857142857142855,2,0,0,True,ST07_MR_LAT_NOISY,ST07,Marathi,Latin,SMS/Noisy,Ambiguous System Term
8,3,2.0,6,0.75,0,0,0,True,ST08_EN_LAT_FORMAL,ST08,English,Latin,Formal,Ambiguous System Term
6,3,1.8,5,0.8333333333333334,0,0,0,True,ST08_EN_LAT_NOISY,ST08,English,Latin,SMS/Noisy,Ambiguous System Term
10,4,2.111111111111111,7,0.8,6,0,0,True,ST08_HI_DEV_FORMAL,ST08,Hindi,Devanagari,Formal,Ambiguous System Term
6,3,1.4,4,0.8333333333333334,3,0,0,True,ST08_HI_DEV_NOISY,ST08,Hindi,Devanagari,SMS/Noisy,Ambiguous System Term
10,5,2.7777777777777777,4,0.7,6,0,0,True,ST08_HI_LAT_FORMAL,ST08,Hindi,Latin,Formal,Ambiguous System Term
6,2,3.0,1,1.0,5,0,0,True,ST08_HI_LAT_NOISY,ST08,Hindi,Latin,SMS/Noisy,Ambiguous System Term
10,5,1.5555555555555556,7,0.7,0,4,0,True,ST08_MR_DEV_FORMAL,ST08,Marathi,Devanagari,Formal,Ambiguous System Term
6,4,1.4,4,0.6666666666666666,0,1,1,True,ST08_MR_DEV_NOISY,ST08,Marathi,Devanagari,SMS/Noisy,Ambiguous System Term
9,3,2.125,2,0.2222222222222222,2,0,0,True,ST08_MR_LAT_FORMAL,ST08,Marathi,Latin,Formal,Ambiguous System Term
8,4,1.3333333333333333,4,0.75,3,1,0,True,ST08_MR_LAT_NOISY,ST08,Marathi,Latin,SMS/Noisy,Ambiguous System Term
7,3,1.8333333333333333,5,0.7142857142857143,0,0,0,True,ST09_EN_LAT_FORMAL,ST09,English,Latin,Formal,Ambiguous System Term
5,3,1.5,4,0.8,0,0,0,True,ST09_EN_LAT_NOISY,ST09,English,Latin,SMS/Noisy,Ambiguous System Term
7,3,1.8333333333333333,5,0.7142857142857143,3,1,0,True,ST09_HI_DEV_FORMAL,ST09,Hindi,Devanagari,Formal,Ambiguous System Term
6,3,1.4,5,0.8333333333333334,2,1,0,True,ST09_HI_DEV_NOISY,ST09,Hindi,Devanagari,SMS/Noisy,Ambiguous System Term
6,4,1.4,1,1.0,5,0,0,True,ST09_HI_LAT_FORMAL,ST09,Hindi,Latin,Formal,Ambiguous System Term
6,2,3.0,2,1.0,5,0,0,True,ST09_HI_LAT_NOISY,ST09,Hindi,Latin,SMS/Noisy,Ambiguous System Term
6,2,2.2,4,0.3333333333333333,0,0,2,True,ST09_MR_DEV_FORMAL,ST09,Marathi,Devanagari,Formal,Ambiguous System Term
5,3,1.25,3,0.6,2,0,0,True,ST09_MR_DEV_NOISY,ST09,Marathi,Devanagari,SMS/Noisy,Ambiguous System Term
7,4,1.6666666666666667,2,0.0,0,0,0,True,ST09_MR_LAT_FORMAL,ST09,Marathi,Latin,Formal,Ambiguous System Term
6,4,1.4,3,0.16666666666666666,1,0,0,True,ST09_MR_LAT_NOISY,ST09,Marathi,Latin,SMS/Noisy,Ambiguous System Term
7,3,1.6666666666666667,6,0.7142857142857143,0,0,0,True,ST10_EN_LAT_FORMAL,ST10,English,Latin,Formal,Ambiguous System Term
6,3,1.8,5,1.0,0,0,0,True,ST10_EN_LAT_NOISY,ST10,English,Latin,SMS/Noisy,Ambiguous System Term
11,4,2.1,8,0.7272727272727273,4,1,0,True,ST10_HI_DEV_FORMAL,ST10,Hindi,Devanagari,Formal,Ambiguous System Term
5,3,2.25,5,0.6,2,0,0,True,ST10_HI_DEV_NOISY,ST10,Hindi,Devanagari,SMS/Noisy,Ambiguous System Term
11,3,3.2,4,0.8181818181818182,7,1,0,True,ST10_HI_LAT_FORMAL,ST10,Hindi,Latin,Formal,Ambiguous System Term
5,2,2.5,1,1.0,5,0,0,True,ST10_HI_LAT_NOISY,ST10,Hindi,Latin,SMS/Noisy,Ambiguous System Term
10,5,1.5555555555555556,7,0.7,2,2,0,True,ST10_MR_DEV_FORMAL,ST10,Marathi,Devanagari,Formal,Ambiguous System Term
7,3,1.4,6,0.42857142857142855,2,0,1,True,ST10_MR_DEV_NOISY,ST10,Marathi,Devanagari,SMS/Noisy,Ambiguous System Term
10,3,2.3333333333333335,2,0.1,1,0,0,True,ST10_MR_LAT_FORMAL,ST10,Marathi,Latin,Formal,Ambiguous System Term
6,3,1.8,4,0.5,2,0,0,True,ST10_MR_LAT_NOISY,ST10,Marathi,Latin,SMS/Noisy,Ambiguous System Term
9,4,2.375,5,0.6666666666666666,0,0,0,True,CA01_EN_LAT_FORMAL,CA01,English,Latin,Formal,Cultural Ambiguity
5,4,1.0,3,0.8,0,0,0,True,CA01_EN_LAT_NOISY,CA01,English,Latin,SMS/Noisy,Cultural Ambiguity
8,5,1.4285714285714286,5,0.875,2,4,0,True,CA01_HI_DEV_FORMAL,CA01,Hindi,Devanagari,Formal,Cultural Ambiguity
6,4,1.2,4,1.0,4,1,0,True,CA01_HI_DEV_NOISY,CA01,Hindi,Devanagari,SMS/Noisy,Cultural Ambiguity
8,3,2.4285714285714284,3,0.125,0,0,0,True,CA01_HI_LAT_FORMAL,CA01,Hindi,Latin,Formal,Cultural Ambiguity
6,2,2.2,1,1.0,5,0,0,True,CA01_HI_LAT_NOISY,CA01,Hindi,Latin,SMS/Noisy,Cultural Ambiguity
8,5,1.4285714285714286,5,0.625,3,1,0,True,CA01_MR_DEV_FORMAL,CA01,Marathi,Devanagari,Formal,Cultural Ambiguity
5,5,1.25,3,1.0,5,0,0,True,CA01_MR_DEV_NOISY,CA01,Marathi,Devanagari,SMS/Noisy,Cultural Ambiguity
6,3,1.8,2,0.3333333333333333,2,0,0,True,CA01_MR_LAT_FORMAL,CA01,Marathi,Latin,Formal,Cultural Ambiguity
5,4,1.25,3,0.2,1,0,0,True,CA01_MR_LAT_NOISY,CA01,Marathi,Latin,SMS/Noisy,Cultural Ambiguity
6,3,2.2,6,0.6666666666666666,0,0,0,True,CA02_EN_LAT_FORMAL,CA02,English,Latin,Formal,Cultural Ambiguity
5,3,1.75,5,0.6,0,0,0,True,CA02_EN_LAT_NOISY,CA02,English,Latin,SMS/Noisy,Cultural Ambiguity
7,3,1.8333333333333333,6,0.8571428571428571,4,0,0,True,CA02_HI_DEV_FORMAL,CA02,Hindi,Devanagari,Formal,Cultural Ambiguity
6,3,1.6,5,1.0,3,1,0,True,CA02_HI_DEV_NOISY,CA02,Hindi,Devanagari,SMS/Noisy,Cultural Ambiguity
6,3,1.8,5,0.5,1,0,0,True,CA02_HI_LAT_FORMAL,CA02,Hindi,Latin,Formal,Cultural Ambiguity
6,3,1.8,2,0.8333333333333334,2,2,0,True,CA02_HI_LAT_NOISY,CA02,Hindi,Latin,SMS/Noisy,Cultural Ambiguity
6,3,1.6,4,0.6666666666666666,3,0,0,True,CA02_MR_DEV_FORMAL,CA02,Marathi,Devanagari,Formal,Cultural Ambiguity
5,4,1.0,3,1.0,2,0,0,True,CA02_MR_DEV_NOISY,CA02,Marathi,Devanagari,SMS/Noisy,Cultural Ambiguity
5,3,1.5,3,0.4,1,0,0,True,CA02_MR_LAT_FORMAL,CA02,Marathi,Latin,Formal,Cultural Ambiguity
6,3,1.4,3,0.5,3,0,0,True,CA02_MR_LAT_NOISY,CA02,Marathi,Latin,SMS/Noisy,Cultural Ambiguity
8,3,2.5714285714285716,6,0.75,0,0,0,True,CA03_EN_LAT_FORMAL,CA03,English,Latin,Formal,Cultural Ambiguity
6,3,2.2,4,0.8333333333333334,0,0,0,True,CA03_EN_LAT_NOISY,CA03,English,Latin,SMS/Noisy,Cultural Ambiguity
8,3,2.142857142857143,5,0.875,2,2,0,True,CA03_HI_DEV_FORMAL,CA03,Hindi,Devanagari,Formal,Cultural Ambiguity
6,3,1.4,4,1.0,4,0,0,True,CA03_HI_DEV_NOISY,CA03,Hindi,Devanagari,SMS/Noisy,Cultural Ambiguity
7,4,1.6666666666666667,1,0.8571428571428571,6,0,0,True,CA03_HI_LAT_FORMAL,CA03,Hindi,Latin,Formal,Cultural Ambiguity
6,2,3.0,1,0.8333333333333334,5,0,0,True,CA03_HI_LAT_NOISY,CA03,Hindi,Latin,SMS/Noisy,Cultural Ambiguity
6,3,2.0,5,0.6666666666666666,0,2,1,True,CA03_MR_DEV_FORMAL,CA03,Marathi,Devanagari,Formal,Cultural Ambiguity
5,3,1.25,4,0.8,1,1,0,True,CA03_MR_DEV_NOISY,CA03,Marathi,Devanagari,SMS/Noisy,Cultural Ambiguity
5,4,1.25,2,0.0,0,0,0,True,CA03_MR_LAT_FORMAL,CA03,Marathi,Latin,Formal,Cultural Ambiguity
7,3,1.2,4,0.42857142857142855,2,0,0,True,CA03_MR_LAT_NOISY,CA03,Marathi,Latin,SMS/Noisy,Cultural Ambiguity
9,4,2.375,7,0.6666666666666666,0,0,0,True,CA04_EN_LAT_FORMAL,CA04,English,Latin,Formal,Cultural Ambiguity
7,4,1.8333333333333333,4,1.0,0,0,0,True,CA04_EN_LAT_NOISY,CA04,English,Latin,SMS/Noisy,Cultural Ambiguity
10,3,2.5555555555555554,8,0.9,5,0,0,True,CA04_HI_DEV_FORMAL,CA04,Hindi,Devanagari,Formal,Cultural Ambiguity
10,3,2.25,8,0.9,5,0,0,True,CA04_HI_DEV_NOISY,CA04,Hindi,Devanagari,SMS/Noisy,Cultural Ambiguity
9,3,1.875,3,0.8888888888888888,6,0,0,True,CA04_HI_LAT_FORMAL,CA04,Hindi,Latin,Formal,Cultural Ambiguity
9,4,2.125,4,0.8888888888888888,4,0,0,True,CA04_HI_LAT_NOISY,CA04,Hindi,Latin,SMS/Noisy,Cultural Ambiguity
9,3,2.375,7,0.5555555555555556,2,0,2,True,CA04_MR_DEV_FORMAL,CA04,Marathi,Devanagari,Formal,Cultural Ambiguity
8,2,1.3333333333333333,6,0.5,1,0,1,True,CA04_MR_DEV_NOISY,CA04,Marathi,Devanagari,SMS/Noisy,Cultural Ambiguity
8,3,2.2857142857142856,2,0.25,0,0,0,True,CA04_MR_LAT_FORMAL,CA04,Marathi,Latin,Formal,Cultural Ambiguity
7,3,1.5,4,0.42857142857142855,2,0,0,True,CA04_MR_LAT_NOISY,CA04,Marathi,Latin,SMS/Noisy,Cultural Ambiguity
7,3,2.3333333333333335,6,0.7142857142857143,0,1,0,True,CA05_EN_LAT_FORMAL,CA05,English,Latin,Formal,Cultural Ambiguity
5,3,1.5,4,0.8,0,1,0,True,CA05_EN_LAT_NOISY,CA05,English,Latin,SMS/Noisy,Cultural Ambiguity
7,3,2.3333333333333335,5,0.8571428571428571,1,2,0,True,CA05_HI_DEV_FORMAL,CA05,Hindi,Devanagari,Formal,Cultural Ambiguity
6,3,2.0,5,1.0,2,1,0,True,CA05_HI_DEV_NOISY,CA05,Hindi,Devanagari,SMS/Noisy,Cultural Ambiguity
7,2,2.6666666666666665,2,0.7142857142857143,4,0,0,True,CA05_HI_LAT_FORMAL,CA05,Hindi,Latin,Formal,Cultural Ambiguity
6,3,2.2,2,1.0,5,0,0,True,CA05_HI_LAT_NOISY,CA05,Hindi,Latin,SMS/Noisy,Cultural Ambiguity
6,3,1.4,5,0.6666666666666666,0,1,2,True,CA05_MR_DEV_FORMAL,CA05,Marathi,Devanagari,Formal,Cultural Ambiguity
5,2,2.0,2,1.0,2,0,2,True,CA05_MR_DEV_NOISY,CA05,Marathi,Devanagari,SMS/Noisy,Cultural Ambiguity
6,3,1.8,3,0.16666666666666666,1,0,0,True,CA05_MR_LAT_FORMAL,CA05,Marathi,Latin,Formal,Cultural Ambiguity
5,3,1.5,2,0.2,0,0,0,True,CA05_MR_LAT_NOISY,CA05,Marathi,Latin,SMS/Noisy,Cultural Ambiguity
10,4,2.4444444444444446,6,0.7,0,0,0,True,CA06_EN_LAT_FORMAL,CA06,English,Latin,Formal,Cultural Ambiguity
10,4,2.0,5,0.8,0,0,0,True,CA06_EN_LAT_NOISY,CA06,English,Latin,SMS/Noisy,Cultural Ambiguity
11,3,2.6,6,0.9090909090909091,4,0,0,True,CA06_HI_DEV_FORMAL,CA06,Hindi,Devanagari,Formal,Cultural Ambiguity
7,3,2.3333333333333335,4,1.0,2,0,0,True,CA06_HI_DEV_NOISY,CA06,Hindi,Devanagari,SMS/Noisy,Cultural Ambiguity
11,4,2.0,2,0.8181818181818182,8,0,0,True,CA06_HI_LAT_FORMAL,CA06,Hindi,Latin,Formal,Cultural Ambiguity
7,2,3.5,1,0.8571428571428571,5,0,0,True,CA06_HI_LAT_NOISY,CA06,Hindi,Latin,SMS/Noisy,Cultural Ambiguity
9,4,2.0,6,0.6666666666666666,2,1,0,True,CA06_MR_DEV_FORMAL,CA06,Marathi,Devanagari,Formal,Cultural Ambiguity
11,3,1.4444444444444444,5,0.8181818181818182,1,0,4,True,CA06_MR_DEV_NOISY,CA06,Marathi,Devanagari,SMS/Noisy,Cultural Ambiguity
8,3,2.2857142857142856,3,0.25,1,0,0,True,CA06_MR_LAT_FORMAL,CA06,Marathi,Latin,Formal,Cultural Ambiguity
13,4,1.6363636363636365,4,0.23076923076923078,1,0,0,True,CA06_MR_LAT_NOISY,CA06,Marathi,Latin,SMS/Noisy,Cultural Ambiguity
7,3,2.1666666666666665,6,0.7142857142857143,0,0,0,True,CA07_EN_LAT_FORMAL,CA07,English,Latin,Formal,Cultural Ambiguity
5,3,1.75,4,0.8,0,0,0,True,CA07_EN_LAT_NOISY,CA07,English,Latin,SMS/Noisy,Cultural Ambiguity
7,3,1.8333333333333333,5,0.8571428571428571,5,0,0,True,CA07_HI_DEV_FORMAL,CA07,Hindi,Devanagari,Formal,Cultural Ambiguity
8,3,2.5714285714285716,4,0.75,4,1,0,True,CA07_HI_DEV_NOISY,CA07,Hindi,Devanagari,SMS/Noisy,Cultural Ambiguity
7,2,2.6666666666666665,2,0.7142857142857143,5,0,0,True,CA07_HI_LAT_FORMAL,CA07,Hindi,Latin,Formal,Cultural Ambiguity
8,2,4.0,2,0.5,4,0,0,True,CA07_HI_LAT_NOISY,CA07,Hindi,Latin,SMS/Noisy,Cultural Ambiguity
6,4,1.4,4,0.6666666666666666,2,1,0,True,CA07_MR_DEV_FORMAL,CA07,Marathi,Devanagari,Formal,Cultural Ambiguity
4,4,1.3333333333333333,3,0.75,1,2,0,True,CA07_MR_DEV_NOISY,CA07,Marathi,Devanagari,SMS/Noisy,Cultural Ambiguity
5,3,1.5,3,0.4,1,0,0,True,CA07_MR_LAT_FORMAL,CA07,Marathi,Latin,Formal,Cultural Ambiguity
5,3,1.5,3,0.2,0,0,0,True,CA07_MR_LAT_NOISY,CA07,Marathi,Latin,SMS/Noisy,Cultural Ambiguity
8,3,2.7142857142857144,6,0.625,1,0,0,True,CA08_EN_LAT_FORMAL,CA08,English,Latin,Formal,Cultural Ambiguity
5,4,1.75,4,1.0,1,0,0,True,CA08_EN_LAT_NOISY,CA08,English,Latin,SMS/Noisy,Cultural Ambiguity
9,4,2.375,6,0.8888888888888888,4,0,0,True,CA08_HI_DEV_FORMAL,CA08,Hindi,Devanagari,Formal,Cultural Ambiguity
9,3,2.25,8,0.7777777777777778,4,0,0,True,CA08_HI_DEV_NOISY,CA08,Hindi,Devanagari,SMS/Noisy,Cultural Ambiguity
9,2,3.625,3,0.7777777777777778,5,0,0,True,CA08_HI_LAT_FORMAL,CA08,Hindi,Latin,Formal,Cultural Ambiguity
9,5,1.875,3,0.4444444444444444,4,0,0,True,CA08_HI_LAT_NOISY,CA08,Hindi,Latin,SMS/Noisy,Cultural Ambiguity
8,3,1.8571428571428572,5,0.625,4,0,0,True,CA08_MR_DEV_FORMAL,CA08,Marathi,Devanagari,Formal,Cultural Ambiguity
7,3,2.0,5,0.7142857142857143,3,0,1,True,CA08_MR_DEV_NOISY,CA08,Marathi,Devanagari,SMS/Noisy,Cultural Ambiguity
6,3,1.8,4,0.3333333333333333,1,0,0,True,CA08_MR_LAT_FORMAL,CA08,Marathi,Latin,Formal,Cultural Ambiguity
