core_id,comparison,language,script_a,script_b,noise_level,layer,distance
MC01,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,6,0.04728067
MC01,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,12,0.0049499273
MC02,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,2,0.08917439
MC02,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,6,0.06763321
MC02,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,12,0.007981002
MC02,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,2,0.07733035
MC02,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,6,0.055680692
MC02,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,12,0.007497251
MC02,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,2,0.12343907
MC02,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,6,0.09197152
MC02,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,12,0.010076582
MC02,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,2,0.08998579
MC02,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,6,0.06855583
MC02,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,12,0.008832216
MC02,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,2,0.068392456
MC02,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,6,0.079116225
MC02,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,12,0.0052455664
MC02,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,2,0.02882564
MC02,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,6,0.026640296
MC02,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,12,0.0019596815
MC02,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,2,0.045523405
MC02,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,6,0.049010694
MC02,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,12,0.0036835074
MC02,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,2,0.02637881
MC02,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,6,0.021075487
MC02,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,12,0.0017058849
MC02,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,2,0.0470199
MC02,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,6,0.049026668
MC02,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,12,0.0056658387
MC03,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,2,0.109689295
MC03,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,6,0.10189772
MC03,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,12,0.012449205
MC03,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,2,0.09590477
MC03,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,6,0.053239763
MC03,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,12,0.004568577
MC03,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,2,0.116250336
MC03,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,6,0.096292794
MC03,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,12,0.009593785
MC03,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,2,0.09233409
MC03,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,6,0.050420165
MC03,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,12,0.006173253
MC03,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,2,0.037271976
MC03,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,6,0.048146367
MC03,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,12,0.003137052
MC03,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,2,0.045366526
MC03,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,6,0.0512892
MC03,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,12,0.007221937
MC03,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,2,0.09144372
MC03,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,6,0.07150239
MC03,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,12,0.0053066015
MC03,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,2,0.05601561
MC03,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,6,0.050810933
MC03,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,12,0.005367875
MC03,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,2,0.054242194
MC03,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,6,0.041974783
MC03,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,12,0.0038365126
MC04,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,2,0.08924377
MC04,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,6,0.06118083
MC04,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,12,0.007395506
MC04,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,2,0.09149957
MC04,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,6,0.04368043
MC04,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,12,0.0072689652
MC04,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,2,0.09879124
MC04,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,6,0.064813554
MC04,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,12,0.0075133443
MC04,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,2,0.11625695
MC04,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,6,0.101220965
MC04,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,12,0.013845265
MC04,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,2,0.036762416
MC04,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,6,0.049188375
MC04,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,12,0.003897071
MC04,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,2,0.020087123
MC04,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,6,0.02462262
MC04,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,12,0.0020541549
MC04,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,2,0.05058825
MC04,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,6,0.03989029
MC04,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,12,0.0031241179
MC04,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,2,0.031248927
MC04,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,6,0.027074158
MC04,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,12,0.0029480457
MC04,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,2,0.050094843
MC04,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,6,0.055007756
MC04,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,12,0.004704416
MC05,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,2,0.097684205
MC05,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,6,0.07248318
MC05,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,12,0.0074092746
MC05,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,2,0.07604277
MC05,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,6,0.07124627
MC05,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,12,0.007234156
MC05,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,2,0.10893875
MC05,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,6,0.075562
MC05,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,12,0.007918119
MC05,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,2,0.07051194
MC05,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,6,0.082012534
MC05,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,12,0.007133782
MC05,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,2,0.07355839
MC05,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,6,0.079447865
MC05,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,12,0.005482435
MC05,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,2,0.05438292
MC05,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,6,0.044467926
MC05,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,12,0.0055881143
MC05,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,2,0.081814945
MC05,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,6,0.06674659
MC05,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,12,0.0051388144
MC05,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,2,0.027575314
MC05,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,6,0.03313458
MC05,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,12,0.003942013
MC05,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,2,0.06434947
MC05,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,6,0.049458504
MC05,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,12,0.0043745637
MC06,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,2,0.113047004
MC06,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,6,0.058560193
MC06,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,12,0.00642848
MC06,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,2,0.100437164
MC06,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,6,0.06933826
MC06,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,12,0.0052120686
MC06,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,2,0.097938955
MC06,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,6,0.06138718
MC06,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,12,0.005549431
MC06,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,2,0.065015435
MC06,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,6,0.06707162
MC06,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,12,0.0061036944
MC06,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,2,0.02449286
MC06,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,6,0.028042495
MC06,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,12,0.0025433898
MC06,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,2,0.038499475
MC06,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,6,0.032958448
MC06,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,12,0.0027190447
MC06,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,2,0.057756662
MC06,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,6,0.045076728
MC06,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,12,0.0025229454
MC06,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,2,0.019426286
MC06,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,6,0.023525655
MC06,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,12,0.002815485
MC06,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,2,0.06421977
MC06,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,6,0.054722846
MC06,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,12,0.0040950775
MC07,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,2,0.09747183
MC07,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,6,0.06999755
MC07,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,12,0.009143233
MC07,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,2,0.12265289
MC07,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,6,0.097874045
MC07,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,12,0.008544385
MC07,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,2,0.10375643
MC07,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,6,0.080736995
MC07,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,12,0.008316219
MC07,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,2,0.11209452
MC07,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,6,0.0903334
MC07,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,12,0.009612858
MC07,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,2,0.028608799
MC07,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,6,0.04009819
MC07,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,12,0.0029656887
MC07,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,2,0.033225417
MC07,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,6,0.036889732
MC07,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,12,0.004670799
MC07,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,2,0.081033945
MC07,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,6,0.071622014
MC07,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,12,0.00445503
MC07,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,2,0.03947872
MC07,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,6,0.035187006
MC07,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,12,0.0031080842
MC07,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,2,0.067781925
MC07,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,6,0.071280956
MC07,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,12,0.0073984265
MC08,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,2,0.07969344
MC08,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,6,0.060468316
MC08,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,12,0.0077371597
MC08,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,2,0.082434416
MC08,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,6,0.057694077
MC08,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,12,0.005366862
MC08,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,2,0.11313295
MC08,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,6,0.085353374
MC08,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,12,0.010615051
MC08,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,2,0.14362639
MC08,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,6,0.10836506
MC08,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,12,0.008994937
MC08,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,2,0.04333949
MC08,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,6,0.07639873
MC08,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,12,0.0065174103
MC08,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,2,0.035599113
MC08,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,6,0.032017946
MC08,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,12,0.0029412508
MC08,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,2,0.074649096
MC08,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,6,0.06214702
MC08,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,12,0.005581677
MC08,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,2,0.060904384
MC08,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,6,0.07437682
MC08,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,12,0.0098297
MC08,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,2,0.05980748
MC08,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,6,0.05127901
MC08,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,12,0.0032304525
MC09,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,2,0.11491251
MC09,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,6,0.06928474
MC09,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,12,0.009941399
MC09,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,2,0.08634472
MC09,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,6,0.0582785
MC09,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,12,0.0077574253
MC09,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,2,0.10864705
MC09,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,6,0.07669008
MC09,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,12,0.009680986
MC09,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,2,0.12694407
MC09,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,6,0.07987094
MC09,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,12,0.009314597
MC09,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,2,0.06090015
MC09,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,6,0.06743449
MC09,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,12,0.007935762
MC09,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,2,0.04395652
MC09,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,6,0.029857099
MC09,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,12,0.0025259852
MC09,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,2,0.045113325
MC09,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,6,0.03365463
MC09,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,12,0.002788484
MC09,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,2,0.035193622
MC09,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,6,0.031971812
MC09,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,12,0.0031401515
MC09,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,2,0.05450058
MC09,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,6,0.042454123
MC09,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,12,0.004110396
MC10,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,2,0.09361923
MC10,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,6,0.06260508
MC10,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,12,0.00967598
MC10,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,2,0.12950432
MC10,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,6,0.07941294
MC10,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,12,0.0108165145
MC10,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,2,0.12576848
MC10,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,6,0.08537853
MC10,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,12,0.0099977255
MC10,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,2,0.10242975
MC10,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,6,0.0662508
MC10,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,12,0.0069618225
MC10,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,2,0.024594545
MC10,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,6,0.038024902
MC10,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,12,0.0025861263
MC10,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,2,0.04293096
MC10,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,6,0.051247537
MC10,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,12,0.0059365034
MC10,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,2,0.0742448
MC10,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,6,0.056712806
MC10,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,12,0.005277276
MC10,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,2,0.063931465
MC10,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,6,0.057822704
MC10,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,12,0.0057079196
MC10,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,2,0.08202845
MC10,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,6,0.059047163
MC10,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,12,0.0062562823
OG01,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,2,0.092132986
OG01,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,6,0.0789147
OG01,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,12,0.008847356
OG01,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,2,0.07112962
OG01,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,6,0.06729698
OG01,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,12,0.00675416
OG01,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,2,0.09425849
OG01,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,6,0.08069253
OG01,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,12,0.0059198737
OG01,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,2,0.06343728
OG01,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,6,0.08149105
OG01,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,12,0.0064302683
OG01,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,2,0.044937313
OG01,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,6,0.07696009
OG01,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,12,0.0065461993
OG01,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,2,0.02257812
OG01,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,6,0.029602587
OG01,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,12,0.0030543208
OG01,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,2,0.04635769
OG01,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,6,0.043120444
OG01,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,12,0.0031396747
OG01,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,2,0.032050848
OG01,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,6,0.033189416
OG01,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,12,0.0031898022
OG01,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,2,0.063806236
OG01,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,6,0.06511277
OG01,Formal_vs_Noisy,Marathi,Latin,Latin,Formal_vs_SMS,12,0.0036500096
OG02,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,2,0.10374826
OG02,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,6,0.07313621
OG02,Native_vs_Romanized,Hindi,Devanagari,Latin,Formal,12,0.007489383
OG02,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,2,0.15518594
OG02,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,6,0.0848313
OG02,Native_vs_Romanized,Hindi,Devanagari,Latin,SMS/Noisy,12,0.008721054
OG02,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,2,0.15465665
OG02,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,6,0.12532532
OG02,Native_vs_Romanized,Marathi,Devanagari,Latin,Formal,12,0.011971474
OG02,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,2,0.18610168
OG02,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,6,0.13927364
OG02,Native_vs_Romanized,Marathi,Devanagari,Latin,SMS/Noisy,12,0.010916829
OG02,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,2,0.048056126
OG02,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,6,0.05656284
OG02,Formal_vs_Noisy,English,Latin,Latin,Formal_vs_SMS,12,0.0053581
OG02,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,2,0.09164804
OG02,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,6,0.074132085
OG02,Formal_vs_Noisy,Hindi,Devanagari,Devanagari,Formal_vs_SMS,12,0.010308027
OG02,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,2,0.09750372
OG02,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,6,0.06598598
OG02,Formal_vs_Noisy,Hindi,Latin,Latin,Formal_vs_SMS,12,0.005024135
OG02,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,2,0.058496833
OG02,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,6,0.059931993
OG02,Formal_vs_Noisy,Marathi,Devanagari,Devanagari,Formal_vs_SMS,12,0.0039616227
